building_id,site_id,primaryspaceusage,sqft,yearbuilt,eui,total_kwh_2yr,annual_kwh,calculated_eui
Fox_office_Juana,Fox,Office,28750.0,,,328800.61,164400.305,5.71827147826087
Fox_assembly_Sheldon,Fox,Entertainment/public assembly,51920.0,,,1743671.14,871835.57,16.791902349768876
Fox_assembly_Adrianne,Fox,Entertainment/public assembly,230259.0,1975.0,,4084246.77,2042123.385,8.868810274516957
Fox_lodging_Morris,Fox,Lodging/residential,32841.0,1935.0,,411041.68,205520.84,6.258056697420907
Fox_office_Rowena,Fox,Office,33713.0,1956.0,,646410.38,323205.19,9.586960223059354
Fox_assembly_Christie,Fox,Entertainment/public assembly,10733.0,2005.0,,366155.75,183077.875,17.057474611012765
Fox_assembly_Lakeisha,Fox,Entertainment/public assembly,9666.0,2005.0,,309658.52,154829.26,16.017924684460997
Fox_office_Karima,Fox,Office,51732.0,1966.0,,1244335.36,622167.68,12.026747081110338
Rat_public_Dalia,Rat,Public services,90635.0,2011.0,,3250697.98,1625348.99,17.93290660340928
Rat_public_Muriel,Rat,Public services,33743.0,,,1449979.87,724989.935,21.485639540052752
Rat_office_Adele,Rat,Office,408000.0,2010.0,,10504001.68,5252000.84,12.872551078431373
Rat_assembly_Ezequiel,Rat,Entertainment/public assembly,14913.0,,,714659.53,357329.765,23.960957889090057
Rat_education_Colin,Rat,Education,83400.0,1942.0,,954386.56,477193.28,5.721741966426859
Rat_public_Chrissy,Rat,Public services,22000.0,,,956298.67,478149.335,21.734060681818182
Rat_education_Wilmer,Rat,Education,66200.0,1950.0,,1785018.73,892509.365,13.482014577039275
Rat_assembly_Kristine,Rat,Entertainment/public assembly,39541.0,,,404938.77,202469.385,5.120492273842341
Rat_education_Conrad,Rat,Education,356000.0,2014.0,,2847476.66,1423738.33,3.9992649719101125
Rat_education_Rogelio,Rat,Education,62800.0,2014.0,,2189606.77,1094803.385,17.433174920382164
Rat_public_Nell,Rat,Public services,51176.0,,,848268.67,424134.335,8.28775861732062
Rat_education_Calvin,Rat,Education,57100.0,2015.0,,650931.41,325465.705,5.699924781085815
Rat_assembly_Dovie,Rat,Entertainment/public assembly,15950.0,,,418448.22,209224.11,13.117499059561128
Rat_office_Ronald,Rat,Office,8637.0,,,937759.81,468879.905,54.28735729998842
Rat_education_Debra,Rat,Education,51500.0,1931.0,,1840759.72,920379.86,17.87145359223301
Rat_public_Roberta,Rat,Public services,10873.0,,,260054.94,130027.47,11.958748275544927
Rat_public_Lynda,Rat,Public services,5033.0,,,208987.57,104493.785,20.761729584740714
Rat_assembly_Jennie,Rat,Entertainment/public assembly,2067.0,,,45003.08,22501.54,10.886086115142719
Rat_public_Ramon,Rat,Public services,22000.0,,,534567.41,267283.705,12.14925931818182
Rat_education_Lonnie,Rat,Education,50000.0,1928.0,,1056378.29,528189.145,10.5637829
Rat_assembly_Gerald,Rat,Entertainment/public assembly,6625.0,,,63677.13,31838.565,4.805821132075471
Rat_education_Kandice,Rat,Education,103800.0,,,1176801.52,588400.76,5.668600770712909
Rat_assembly_Trudy,Rat,Entertainment/public assembly,20644.0,,,659465.92,329732.96,15.972338694051542
Rat_public_Sean,Rat,Public services,78550.0,,,385296.6,192648.3,2.452556333545512
Rat_office_Jeannie,Rat,Office,16098.0,,,760480.35,380240.175,23.620336377189712
Rat_office_Craig,Rat,Office,105000.0,,,4084504.53,2042252.265,19.45002157142857
Rat_public_Leo,Rat,Public services,13100.0,1929.0,,316994.36,158497.18,12.099021374045801
Rat_education_Dreama,Rat,Education,105500.0,,,1584112.73,792056.365,7.50764327014218
Rat_public_Clyde,Rat,Public services,15913.0,,,596558.69,298279.345,18.744381637654747
Rat_education_Renee,Rat,Education,37083.0,1908.0,,599307.95,299653.975,8.080629264083273
Rat_education_Nellie,Rat,Education,282200.0,1928.0,,7620306.36,3810153.18,13.501605882352942
Rat_assembly_Deandre,Rat,Entertainment/public assembly,11910.0,,,505841.84,252920.92,21.236013434089003
Rat_education_Winnie,Rat,Education,59200.0,1959.0,,965847.01,482923.505,8.157491638513514
Rat_assembly_Monica,Rat,Entertainment/public assembly,45548.0,,,1142415.12,571207.56,12.540782471239133
Rat_education_Kelsey,Rat,Education,99325.0,1927.0,,2764440.76,1382220.38,13.916137729675308
Rat_education_Leonardo,Rat,Education,47200.0,1935.0,,829334.89,414667.445,8.785327224576271
Rat_assembly_Victorina,Rat,Entertainment/public assembly,3133.0,,,29878.72,14939.36,4.768388126396426
Rat_education_Rosalyn,Rat,Education,65000.0,,,1251714.34,625857.17,9.628571846153847
Rat_education_Theo,Rat,Education,288800.0,1923.0,,9752262.15,4876131.075,16.884110370498615
Rat_education_Marcos,Rat,Education,90400.0,,,6348333.48,3174166.74,35.1124639380531
Rat_education_Earnest,Rat,Education,59900.0,1962.0,,1056371.21,528185.605,8.817789732888146
Rat_education_Zina,Rat,Education,57100.0,1960.0,,855690.09,427845.045,7.492907968476357
Rat_office_Lora,Rat,Office,229000.0,2010.0,,7492923.31,3746461.655,16.360094563318775
Rat_education_Elisa,Rat,Education,43000.0,1923.0,,691404.33,345702.165,8.039585232558139
Rat_assembly_Teddy,Rat,Entertainment/public assembly,22334.0,1977.0,,1490783.65,745391.825,33.37475709680308
Rat_assembly_Aisha,Rat,Entertainment/public assembly,23803.0,1969.0,,1421865.07,710932.535,29.86735012393396
Rat_education_Francisca,Rat,Education,71100.0,,,605383.45,302691.725,4.257267580872011
Rat_assembly_Lillie,Rat,Entertainment/public assembly,1843.0,,,234501.65,117250.825,63.619546934346175
Rat_lodging_Dwight,Rat,Lodging/residential,15420.0,,,421850.16,210925.08,13.678669260700389
Rat_public_Margart,Rat,Public services,22000.0,,,744367.77,372183.885,16.91744931818182
Rat_education_Paula,Rat,Education,77500.0,1942.0,,2152416.62,1076208.31,13.886558838709679
Rat_lodging_Lakisha,Rat,Lodging/residential,7250.0,,,7277.96,3638.98,0.501928275862069
Rat_assembly_Teodoro,Rat,Entertainment/public assembly,17709.0,,,446784.6,223392.3,12.61461968490598
Rat_education_Earl,Rat,Education,75900.0,1974.0,,2772428.21,1386214.105,18.26369044795784
Rat_public_Kelly,Rat,Public services,10577.0,1969.0,,367490.07,183745.035,17.372131511770824
Rat_public_Mabel,Rat,Public services,45098.0,,,1764480.79,882240.395,19.56273881325114
Rat_education_Nydia,Rat,Education,83800.0,1944.0,,2647956.41,1323978.205,15.799262589498808
Rat_education_Fernando,Rat,Education,58908.0,1910.0,,1089751.82,544875.91,9.249608032864806
Rat_education_Pat,Rat,Education,144900.0,,,2782905.97,1391452.985,9.602850138026225
Rat_education_Milagros,Rat,Education,99700.0,1955.0,,1884758.97,942379.485,9.452151303911736
Rat_education_Barney,Rat,Education,77500.0,,,498948.27,249474.135,3.2190210967741937
Rat_education_Dann,Rat,Education,182500.0,1970.0,,3411262.12,1705631.06,9.345923616438357
Rat_public_Julieann,Rat,Public services,4336.0,,,76869.12,38434.56,8.864059040590405
Rat_lodging_Ted,Rat,Lodging/residential,2000.0,,,43529.44,21764.72,10.88236
Rat_education_Royal,Rat,Education,77700.0,,,1275678.08,637839.04,8.208996653796655
Rat_public_Tammara,Rat,Public services,4925.0,,,130644.99,65322.495,13.26345076142132
Rat_education_Bryant,Rat,Education,69600.0,1949.0,,974725.5,487362.75,7.002338362068966
Rat_public_Damon,Rat,Public services,13224.0,1965.0,,362121.1,181060.55,13.69181412583182
Rat_public_Amber,Rat,Public services,21368.0,,,179726.39,89863.195,4.205503322725571
Rat_education_Lynn,Rat,Education,83800.0,,,1861165.29,930582.645,11.10480483293556
Rat_health_Guy,Rat,Healthcare,819577.0,1922.0,,25447695.6,12723847.8,15.52489613544548
Rat_public_Carole,Rat,Public services,9941.0,1963.0,,328197.96,164098.98,16.507291017000302
Rat_assembly_Kimberley,Rat,Entertainment/public assembly,20584.0,,,1158756.4,579378.2,28.147017100660705
Rat_retail_Jeffrey,Rat,Retail,16500.0,,,1330726.67,665363.335,40.32505060606061
Rat_public_Joann,Rat,Public services,6431.0,,,308690.25,154345.125,24.000174933913854
Rat_assembly_Adolfo,Rat,Entertainment/public assembly,15960.0,2005.0,,612711.97,306355.985,19.19523715538847
Rat_assembly_Pam,Rat,Entertainment/public assembly,5554.0,,,148572.81,74286.405,13.375297983435361
Rat_education_Meghan,Rat,Education,49100.0,1911.0,,939130.47,469565.235,9.563446741344196
Rat_education_Ulrike,Rat,Education,46484.0,1932.0,,1817790.94,908895.47,19.552867008002753
Rat_lodging_Ben,Rat,Lodging/residential,350000.0,1949.0,,5697493.53,2848746.765,8.139276471428571
Rat_office_Colby,Rat,Office,850354.0,1989.0,,37334370.76,18667185.38,21.952252097361804
Rat_office_Chris,Rat,Office,585955.0,1942.0,,11690664.96,5845332.48,9.975736157213438
Rat_public_Shanta,Rat,Public services,12506.0,,,213120.62,106560.31,8.520734847273308
Rat_public_Fern,Rat,Public services,35241.0,1978.0,,844908.9,422454.45,11.987584064016344
Rat_assembly_Michel,Rat,Entertainment/public assembly,7675.0,,,258981.4,129490.7,16.871752442996744
Rat_education_Sherwood,Rat,Education,95100.0,1927.0,,1789987.09,894993.545,9.411078286014721
Rat_assembly_Silvia,Rat,Entertainment/public assembly,1858.0,,,198901.93,99450.965,53.52581539289559
Rat_education_Carmela,Rat,Education,47984.0,2002.0,,1506603.75,753301.875,15.69902206985662
Rat_warehouse_Shari,Rat,Warehouse/storage,27318.0,,,793661.13,396830.565,14.5263403250604
Rat_office_Tracy,Rat,Office,13728.0,,,360073.02,180036.51,13.11454763986014
Rat_public_Faye,Rat,Public services,18432.0,1973.0,,544206.14,272103.07,14.762536349826389
Rat_assembly_Francine,Rat,Entertainment/public assembly,17262.0,2003.0,,695244.6,347622.3,20.13800834202294
Rat_education_Willie,Rat,Education,104200.0,2009.0,,4173244.43,2086622.215,20.02516521113244
Rat_public_Sharron,Rat,Public services,30810.0,,,760202.68,380101.34,12.336947095098994
Rat_education_Jacob,Rat,Education,57165.0,2014.0,,971837.48,485918.74,8.500284089915157
Rat_office_Kasey,Rat,Office,34400.0,,,1509359.85,754679.925,21.938369912790698
Rat_education_Davis,Rat,Education,87107.0,,,1364949.85,682474.925,7.834903337274846
Rat_education_Mona,Rat,Education,53000.0,1912.0,,1364888.7,682444.35,12.876308490566037
Rat_education_Marvin,Rat,Education,59400.0,1900.0,,937328.8,468664.4,7.8899730639730645
Rat_assembly_Trent,Rat,Entertainment/public assembly,3545.0,2000.0,,394462.09,197231.045,55.636401974612134
Rat_public_Nancy,Rat,Public services,8925.0,1912.0,,330323.27,165161.635,18.50550532212885
Rat_public_Toya,Rat,Public services,16768.0,1980.0,,464625.92,232312.96,13.854541984732824
Rat_public_Lloyd,Rat,Public services,54061.0,2006.0,,1253254.69,626627.345,11.59111642403951
Rat_education_Shellie,Rat,Education,62200.0,,,1305080.49,652540.245,10.491000723472668
Rat_education_Terese,Rat,Education,180000.0,1939.0,,2029416.31,1014708.155,5.6372675277777775
Rat_public_Angelina,Rat,Public services,19315.0,,,568881.81,284440.905,14.726425317111055
Rat_assembly_Cristina,Rat,Entertainment/public assembly,12660.0,,,893533.97,446766.985,35.28965126382306
Rat_public_Darren,Rat,Public services,2818.0,,,75944.29,37972.145,13.47485628105039
Rat_education_Stuart,Rat,Education,82200.0,1916.0,,830446.88,415223.44,5.051380048661801
Rat_assembly_Erwin,Rat,Entertainment/public assembly,2347.0,,,289414.46,144707.23,61.65625479335322
Rat_education_Kathryn,Rat,Education,325217.0,2006.0,,9102468.98,4551234.49,13.9944544411885
Rat_assembly_Damaris,Rat,Entertainment/public assembly,16098.0,1929.0,,85677.76,42838.88,2.661130575226736
Rat_education_Candida,Rat,Education,38500.0,2016.0,,2450386.18,1225193.09,31.823197142857143
Rat_education_Adrian,Rat,Education,64113.0,1924.0,,1356543.23,678271.615,10.579314881537286
Rat_assembly_Aubrey,Rat,Entertainment/public assembly,6139.0,,,299187.57,149593.785,24.36777732529728
Rat_education_Mose,Rat,Education,110000.0,,,1448410.03,724205.015,6.583681954545455
Rat_warehouse_Maegan,Rat,Warehouse/storage,14839.0,2005.0,,115536.86,57768.43,3.8930136801671273
Rat_assembly_Viola,Rat,Entertainment/public assembly,36387.0,,,944665.6,472332.8,12.980811828400252
Rat_education_Jesse,Rat,Education,41329.0,,,516256.01,258128.005,6.245687168816086
Rat_education_Tristan,Rat,Education,110100.0,1907.0,,457401.39,228700.695,2.0772088555858312
Rat_public_Deidre,Rat,Public services,7079.0,,,157278.82,78639.41,11.108830343268824
Rat_education_Maricela,Rat,Education,69600.0,1978.0,,2454881.86,1227440.93,17.63564554597701
Rat_assembly_Mirta,Rat,Entertainment/public assembly,86120.0,1926.0,,2955357.71,1477678.855,17.158370355318162
Rat_education_Nona,Rat,Education,271300.0,1940.0,,1718450.46,859225.23,3.1670668263914483
Rat_assembly_Jamie,Rat,Entertainment/public assembly,11274.0,,,501211.36,250605.68,22.22863934717048
Rat_public_Allie,Rat,Public services,8726.0,,,201979.31,100989.655,11.573419092367637
Rat_assembly_Pauline,Rat,Entertainment/public assembly,969.0,,,30374.32,15187.16,15.673023735810114
Rat_public_Jason,Rat,Public services,32527.0,,,440428.15,220214.075,6.770193224090756
Rat_warehouse_Eloisa,Rat,Warehouse/storage,202829.0,1983.0,,1593844.11,796922.055,3.9290340878276777
Rat_education_Keith,Rat,Education,101400.0,1930.0,,1838273.17,919136.585,9.064463362919131
Rat_public_Neil,Rat,Public services,14269.0,,,427900.1,213950.05,14.9940465344453
Rat_assembly_Alex,Rat,Entertainment/public assembly,1396.0,,,111400.74,55700.37,39.89997851002865
Rat_public_Laverne,Rat,Public services,11934.0,1930.0,,223198.57,111599.285,9.351372967990615
Rat_public_Sharonda,Rat,Public services,23918.0,,,639955.12,319977.56,13.378106865122502
Rat_parking_Ronnie,Rat,Parking,1760.0,,,295094.26,147547.13,83.8335965909091
Rat_public_Kimber,Rat,Public services,103200.0,,,3993953.08,1996976.54,19.350547868217056
Rat_assembly_Kenya,Rat,Entertainment/public assembly,23055.0,,,1133025.12,566512.56,24.572221210149646
Rat_education_Imelda,Rat,Education,39500.0,,,50618.89,25309.445,0.6407454430379746
Rat_office_Loyd,Rat,Office,29916.0,2002.0,,969774.58,484887.29,16.208292886749565
Rat_lodging_Ardell,Rat,Lodging/residential,15574.0,,,276856.17,138428.085,8.888409207653782
Rat_assembly_Kristy,Rat,Entertainment/public assembly,11651.0,,,870842.2,435421.1,37.371993820272934
Rat_public_Stella,Rat,Public services,36562.0,,,1688227.63,844113.815,23.08718929489634
Rat_office_Randy,Rat,Office,62205.0,,,1797548.57,898774.285,14.44858588537899
Rat_public_Michelle,Rat,Public services,35033.0,1962.0,,1204232.83,602116.415,17.18712114292239
Rat_public_Mark,Rat,Public services,3267.0,,,402332.98,201166.49,61.575295378022645
Rat_education_Dana,Rat,Education,70800.0,1964.0,,1710779.3,855389.65,12.081774717514124
Rat_education_Brett,Rat,Education,109000.0,1940.0,,1142136.09,571068.045,5.23915637614679
Rat_public_Fredrick,Rat,Public services,12945.0,1960.0,,225062.66,112531.33,8.693034376207029
Rat_education_Jena,Rat,Education,40950.0,1910.0,,2854175.1,1427087.55,34.84951282051282
Rat_public_Loretta,Rat,Public services,43992.0,,,3527688.21,1763844.105,40.09465596017458
Rat_public_Roma,Rat,Public services,21472.0,2011.0,,932131.48,466065.74,21.705744225037257
Rat_office_Jessica,Rat,Office,328760.0,1904.0,,12136276.01,6068138.005,18.45765301435698
Rat_lodging_Marguerite,Rat,Lodging/residential,18340.0,1900.0,,392651.57,196325.785,10.70478653217012
Rat_education_Lincoln,Rat,Education,116872.0,1931.0,,2814821.71,1407410.855,12.042327118557054
Rat_assembly_Rosemarie,Rat,Entertainment/public assembly,5013.0,,,196940.8,98470.4,19.643008178735286
Rat_education_Morton,Rat,Education,155100.0,1931.0,,2633073.96,1316536.98,8.488310638297872
Rat_public_Corinne,Rat,Public services,24875.0,1984.0,,444632.08,222316.04,8.93732824120603
Rat_public_Isabel,Rat,Public services,16576.0,1932.0,,934104.91,467052.455,28.17642706322394
Rat_health_Tanya,Rat,Healthcare,29192.0,2014.0,,900302.71,450151.355,15.420367052617154
Rat_public_Frederick,Rat,Public services,14125.0,,,355638.7,177819.35,12.588980530973451
Rat_education_Guillermo,Rat,Education,79700.0,1932.0,,1900747.34,950373.67,11.924387327478042
Rat_assembly_Horace,Rat,Entertainment/public assembly,4589.0,,,462696.9,231348.45,50.413695794290696
Rat_assembly_Frieda,Rat,Entertainment/public assembly,36744.0,2004.0,,2165924.95,1082962.475,29.47317861419552
Rat_public_Courtney,Rat,Public services,17927.0,,,535715.82,267857.91,14.941591454231046
Rat_education_Zoe,Rat,Education,69400.0,1959.0,,1637947.58,818973.79,11.80077507204611
Rat_public_Tommy,Rat,Public services,9226.0,,,293488.55,146744.275,15.905514307392153
Rat_public_Kermit,Rat,Public services,25000.0,,,302314.2,151157.1,6.046284
Rat_public_Becky,Rat,Public services,9816.0,,,367513.84,183756.92,18.72014262428688
Rat_office_Annis,Rat,Office,6400.0,,,581388.79,290694.395,45.420999218750005
Rat_public_Emilee,Rat,Public services,22500.0,,,668779.86,334389.93,14.861774666666667
Rat_public_Caroline,Rat,Public services,47439.0,,,2615571.48,1307785.74,27.567734142793903
Rat_office_Arron,Rat,Office,40000.0,,,1040475.89,520237.945,13.005948625
Rat_public_Norene,Rat,Public services,13044.0,1913.0,,409330.29,204665.145,15.690366835326586
Rat_public_Michael,Rat,Public services,24618.0,,,742525.41,371262.705,15.080945040214479
Rat_education_Patty,Rat,Education,170000.0,1956.0,,2395844.17,1197922.085,7.046600499999999
Rat_education_Liz,Rat,Education,69400.0,1911.0,,1595666.26,797833.13,11.49615461095101
Rat_public_Josiah,Rat,Public services,46007.0,1950.0,,1538488.69,769244.345,16.720158780185624
Rat_public_Leta,Rat,Public services,10151.0,1966.0,,298104.07,149052.035,14.683482908087873
Rat_office_Avis,Rat,Office,474680.0,1986.0,,15702805.83,7851402.915,16.540412309345243
Rat_assembly_Donny,Rat,Entertainment/public assembly,1102.0,,,42847.37,21423.685,19.44073049001815
Rat_public_Sade,Rat,Public services,21600.0,,,566499.52,283249.76,13.113414814814815
Rat_lodging_Christine,Rat,Lodging/residential,31283.0,1935.0,,1087681.43,543840.715,17.38454480069047
Rat_public_Johnna,Rat,Public services,15775.0,,,453118.92,226559.46,14.36193090332805
Rat_public_Berry,Rat,Public services,43955.0,1978.0,,1706065.79,853032.895,19.406959276532817
Rat_office_Rosemary,Rat,Office,30000.0,,,289483.02,144741.51,4.824717000000001
Rat_education_Adell,Rat,Education,104294.0,1976.0,,2581069.24,1290534.62,12.374006366617447
Rat_education_Beverly,Rat,Education,394000.0,2013.0,,11602870.18,5801435.09,14.724454543147207
Rat_education_Alfred,Rat,Education,207000.0,1935.0,,6172078.5,3086039.25,14.908402173913043
Rat_public_Allyson,Rat,Public services,18000.0,,,952452.12,476226.06,26.457003333333333
Rat_public_Yessenia,Rat,Public services,22000.0,2007.0,,1988684.99,994342.495,45.19738613636363
Rat_education_Everett,Rat,Education,86375.0,1903.0,,3103080.17,1551540.085,17.962837452966713
Rat_education_Esther,Rat,Education,69600.0,1908.0,,1654606.68,827303.34,11.88654224137931
Rat_education_Alfonso,Rat,Education,85039.0,1925.0,,5834272.98,2917136.49,34.303513564364586
Rat_education_Robyn,Rat,Education,98900.0,1961.0,,2717984.12,1358992.06,13.74107239635996
Rat_education_Verna,Rat,Education,66600.0,1970.0,,1449644.54,724822.27,10.883217267267268
Rat_education_Vicky,Rat,Education,193800.0,,,3146876.76,1573438.38,8.11887708978328
Rat_education_Lee,Rat,Education,283000.0,2014.0,,7073100.82,3536550.41,12.496644558303888
Rat_education_Irma,Rat,Education,72800.0,1959.0,,1301836.55,650918.275,8.941185096153847
Rat_education_Tim,Rat,Education,47500.0,1968.0,,1089687.06,544843.53,11.470390105263158
Rat_public_Wilma,Rat,Public services,16200.0,,,990866.61,495433.305,30.582302777777777
Rat_public_Dexter,Rat,Public services,7732.0,,,229543.12,114771.56,14.84370926021728
Rat_assembly_Ida,Rat,Entertainment/public assembly,14842.0,,,458007.95,229003.975,15.429455262094057
Rat_education_Elsie,Rat,Education,376507.0,2011.0,,2055824.12,1027912.06,2.730127354869896
Rat_education_Humberto,Rat,Education,99975.0,1968.0,,3002700.83,1501350.415,15.017258464616154
Rat_education_Cedric,Rat,Education,66404.0,,,1632281.35,816140.675,12.290534832239022
Rat_public_Tricia,Rat,Public services,6010.0,,,657028.45,328514.225,54.66126871880199
Rat_other_Lan,Rat,Other,10762.0,,,237226.42,118613.21,11.02148392492102
Rat_warehouse_Doretta,Rat,Warehouse/storage,112536.0,,,2755791.21,1377895.605,12.244042839624653
Rat_warehouse_Breanna,Rat,Warehouse/storage,51622.0,1975.0,,1590428.58,795214.29,15.404561814730155
Rat_education_Cecil,Rat,Education,61151.0,,,1085215.53,542607.765,8.873244345963272
Rat_other_Daphne,Rat,Other,112283.0,,,204906.87,102453.435,0.9124572286098519
Rat_other_Al,Rat,Other,10578.0,,,922144.82,461072.41,43.58786254490452
Rat_public_Frank,Rat,Public services,4581.0,,,139727.52,69863.76,15.250766208251472
Rat_public_Grover,Rat,Public services,12316.0,,,310095.33,155047.665,12.58912512179279
Rat_lodging_Jeannette,Rat,Lodging/residential,5000.0,2010.0,,90772.92,45386.46,9.077292
Rat_public_Duane,Rat,Public services,112283.0,,,1365925.7,682962.85,6.082513381366725
Rat_public_Laura,Rat,Public services,12750.0,,,227200.05,113600.025,8.909805882352941
Rat_education_Marianna,Rat,Education,63900.0,1921.0,,1393244.7,696622.35,10.901758215962442
Rat_public_Vickie,Rat,Public services,9000.0,,,791776.45,395888.225,43.98758055555555
Rat_public_Bronwyn,Rat,Public services,555243.0,1941.0,,7653525.48,3826762.74,6.8920503995547895
Rat_public_Alanna,Rat,Public services,461647.0,1976.0,,20163923.28,10081961.64,21.83911438826636
Rat_office_Olivia,Rat,Office,27600.0,,,923885.32,461942.66,16.737052898550722
Rat_public_Kathleen,Rat,Public services,12000.0,,,491903.34,245951.67,20.4959725
Rat_office_Mei,Rat,Office,8000.0,,,352689.04,176344.52,22.043065
Rat_assembly_Ruth,Rat,Entertainment/public assembly,9726.0,,,108461.3,54230.65,5.575843100966482
Rat_public_Laurie,Rat,Public services,134114.0,,,2730816.64,1365408.32,10.180952920649597
Rat_public_Desiree,Rat,Public services,9062.0,,,226721.22,113360.61,12.509447141911277
Rat_public_Johnny,Rat,Public services,7636.0,,,360573.1,180286.55,23.610077265584074
Rat_public_Tamra,Rat,Public services,9392.0,,,366807.69,183403.845,19.527666631175467
Rat_public_Elmira,Rat,Public services,11143.0,,,324275.0,162137.5,14.550614735708516
Rat_public_Ramona,Rat,Public services,14519.0,1908.0,,469993.74,234996.87,16.18547213995454
Rat_public_Hortencia,Rat,Public services,144000.0,,,1036915.89,518457.945,3.6004023958333335
Rat_public_Marcellus,Rat,Public services,68203.0,,,168920.09,84460.045,1.2383626086829025
Rat_assembly_Rolland,Rat,Entertainment/public assembly,7133.0,,,714115.67,357057.835,50.0571758026076
Rat_lodging_Marion,Rat,Lodging/residential,11900.0,,,634632.11,317316.055,26.665214705882352
Rat_assembly_Kelley,Rat,Entertainment/public assembly,898.0,,,47455.8,23727.9,26.423051224944324
Rat_health_Rosaria,Rat,Healthcare,15000.0,2010.0,,542536.37,271268.185,18.084545666666667
Rat_assembly_Suzanne,Rat,Entertainment/public assembly,1962.0,,,54505.96,27252.98,13.890407747196738
Rat_religion_Kathy,Rat,Religious worship,10000.0,2010.0,,90199.16,45099.58,4.509958
Rat_assembly_Gwen,Rat,Entertainment/public assembly,1473.0,,,95959.38,47979.69,32.57276985743381
Rat_education_Sina,Rat,Education,88300.0,1909.0,,2928562.32,1464281.16,16.583025594563985
Rat_lodging_Lorenzo,Rat,Lodging/residential,2582.0,,,50706.84,25353.42,9.819295120061966
Rat_education_Deanna,Rat,Education,66900.0,1969.0,,1544856.93,772428.465,11.54601591928251
Rat_assembly_Archie,Rat,Entertainment/public assembly,801.0,,,53670.84,26835.42,33.502397003745315
Rat_public_Lea,Rat,Public services,110800.0,1972.0,,899990.68,449995.34,4.061329783393502
Rat_education_Yu,Rat,Education,21903.0,1931.0,,1369775.63,684887.815,31.269132767200837
Rat_public_Sana,Rat,Public services,400000.0,1971.0,,16476064.32,8238032.16,20.5950804
Rat_health_Gaye,Rat,Healthcare,23903.0,,,662554.64,331277.32,13.859236079153245
Rat_health_Mildred,Rat,Healthcare,9813.0,2010.0,,314698.51,157349.255,16.03477580760216
Rat_public_Helena,Rat,Public services,12754.0,1968.0,,421053.3,210526.65,16.506715540222675
Rat_public_Nelson,Rat,Public services,16000.0,2014.0,,777792.64,388896.32,24.30602
Rat_office_Jacinta,Rat,Office,30525.0,,,3814992.81,1907496.405,62.48964471744472
Rat_public_Kelle,Rat,Public services,20110.0,1936.0,,437246.58,218623.29,10.871371954251616
Rat_education_Jame,Rat,Education,37800.0,,,1129601.69,564800.845,14.941821296296295
Rat_assembly_Kaitlyn,Rat,Entertainment/public assembly,26187.0,,,1728132.76,864066.38,32.99600488792149
Rat_education_Gricelda,Rat,Education,22400.0,,,443119.58,221559.79,9.89106205357143
Rat_health_Shane,Rat,Healthcare,450000.0,2012.0,,19848198.48,9924099.24,22.053553866666668
Rat_public_Sue,Rat,Public services,19000.0,,,508656.49,254328.245,13.385697105263157
Rat_office_Ramiro,Rat,Office,89315.0,,,607351.61,303675.805,3.40005379835414
Rat_education_Salvatore,Rat,Education,48994.0,2015.0,,1371402.46,685701.23,13.995616402008409
Rat_office_Jill,Rat,Office,340000.0,2010.0,,11176741.01,5588370.505,16.436383838235294
Rat_office_Jamal,Rat,Office,295000.0,,,16453257.25,8226628.625,27.886876694915255
Rat_education_Tania,Rat,Education,235000.0,2013.0,,5396874.95,2698437.475,11.482712659574469
Rat_office_Sammy,Rat,Office,31346.0,,,939863.05,469931.525,14.991754131308621
Rat_public_Stacey,Rat,Public services,89315.0,,,286156.58,143078.29,1.6019514079381965
Bear_education_Yvette,Bear,Education,15326.0,1954.0,,192144.1011,96072.05055,6.2685665242072295
Bear_education_Arnold,Bear,Education,2010.0,1957.0,,9227.8211,4613.91055,2.295477885572139
Bear_education_Maryjane,Bear,Education,86091.0,1964.0,,5791133.5714,2895566.7857,33.63379198406337
Bear_education_Owen,Bear,Education,193202.0,1964.0,,2633913.062,1316956.531,6.816474627591846
Bear_education_Marta,Bear,Education,47954.0,1980.0,,736033.8033,368016.90165,7.6743733922092
Bear_education_Babara,Bear,Education,94175.0,1964.0,,6461940.472,3230970.236,34.308152227236526
Bear_education_Herb,Bear,Education,23815.0,1914.0,,226330.9741,113165.48705,4.75185752886836
Bear_education_Darrell,Bear,Education,56343.0,1905.0,,689102.0389,344551.01945,6.115240925225849
Bear_science_Eleanor,Bear,Technology/science,33167.0,1963.0,,633677.1628,316838.5814,9.552826043959358
Bear_education_Pattie,Bear,Education,86465.0,2014.0,,3023981.414,1511990.707,17.486736910888798
Bear_education_Wade,Bear,Education,113589.0,1958.0,,948873.8223,474436.91115,4.17678570240076
Bear_lodging_Erick,Bear,Lodging/residential,71994.0,2004.0,,849451.892,424725.946,5.899463094146735
Bear_education_Holly,Bear,Education,7781.0,1910.0,,21699.1091,10849.55455,1.39436506233132
Bear_education_Danna,Bear,Education,104016.0,1960.0,,1806395.1121,903197.55605,8.68325599955776
Bear_lodging_Dannie,Bear,Lodging/residential,23012.0,1930.0,,151324.976,75662.488,3.2879579349904398
Bear_education_Sandy,Bear,Education,14542.0,1920.0,,116128.1546,58064.0773,3.992853617109063
Bear_education_Liliana,Bear,Education,206054.0,1950.0,,7617081.8301,3808540.91505,18.483217579129743
